problem,pq_type,name,instance,threads,batch,stickiness,status,returncode,time_s,processed_nodes,ignored_nodes
mdkp,2d_stack,2D-stack,mdkp9,2,16,,ok,0,19.640795309,9079741,0
mdkp,2d_stack,2D-stack,mdkp9,2,16,,ok,0,18.697922894,8570782,4
mdkp,2d_stack,2D-stack,mdkp9,4,16,,ok,0,9.607876484,8739605,5
mdkp,2d_stack,2D-stack,mdkp9,4,16,,ok,0,9.563529693,8701283,7
mdkp,2d_stack,2D-stack,mdkp9,4,16,,ok,0,9.379044266,8547044,4
mdkp,2d_stack,2D-stack,mdkp9,4,16,,ok,0,9.525921671,8687417,5
mdkp,2d_stack,2D-stack,mdkp9,4,16,,ok,0,9.404219029,8550105,2
mdkp,2d_stack,2D-stack,mdkp9,8,16,,ok,0,4.460314326,8043154,9
mdkp,2d_stack,2D-stack,mdkp9,8,16,,ok,0,4.884707907,8849949,14
mdkp,2d_stack,2D-stack,mdkp9,8,16,,ok,0,4.996890685,9046709,13
mdkp,2d_stack,2D-stack,mdkp9,8,16,,ok,0,4.799939637,8692816,6
mdkp,2d_stack,2D-stack,mdkp9,8,16,,ok,0,4.746823115,8547782,16
mdkp,2d_stack,2D-stack,mdkp9,16,16,,ok,0,2.459850011,8659214,18
mdkp,2d_stack,2D-stack,mdkp9,16,16,,ok,0,2.316793467,8130821,22
mdkp,2d_stack,2D-stack,mdkp9,16,16,,ok,0,2.207364007,7749907,26
mdkp,2d_stack,2D-stack,mdkp9,16,16,,ok,0,2.447227101,8594169,22
mdkp,2d_stack,2D-stack,mdkp9,16,16,,ok,0,2.671563366,9403620,15
mdkp,2d_stack,2D-stack,mdkp9,32,16,,ok,0,1.28388526,8869682,38
mdkp,2d_stack,2D-stack,mdkp9,32,16,,ok,0,1.141103556,7831740,29
mdkp,2d_stack,2D-stack,mdkp9,32,16,,ok,0,1.287361068,8830035,35
mdkp,2d_stack,2D-stack,mdkp9,32,16,,ok,0,1.30843536,9035016,40
mdkp,2d_stack,2D-stack,mdkp9,32,16,,ok,0,1.153226666,7927985,48
mdkp,2d_stack,2D-stack,mdkp9,64,16,,ok,0,0.656327285,8772497,64
mdkp,2d_stack,2D-stack,mdkp9,64,16,,ok,0,0.718074008,9704009,75
mdkp,2d_stack,2D-stack,mdkp9,64,16,,ok,0,0.659867214,8847109,54
mdkp,2d_stack,2D-stack,mdkp9,64,16,,ok,0,0.701356077,9470128,76
mdkp,2d_stack,2D-stack,mdkp9,64,16,,ok,0,0.735373171,9935760,101
mdkp,2d_stack,2D-stack,mdkp9,128,16,,ok,0,0.398930718,9710101,99
mdkp,2d_stack,2D-stack,mdkp9,128,16,,ok,0,0.366674138,8895619,134
mdkp,2d_stack,2D-stack,mdkp9,128,16,,ok,0,0.379023469,9216301,122
mdkp,2d_stack,2D-stack,mdkp9,128,16,,ok,0,0.359679071,8721547,148
mdkp,2d_stack,2D-stack,mdkp9,128,16,,ok,0,0.404838433,9879080,99
mdkp,2d_stack,2D-stack,mdkp9,256,16,,ok,0,0.288082934,7957905,203
mdkp,2d_stack,2D-stack,mdkp9,256,16,,ok,0,0.310580359,8741038,223
mdkp,2d_stack,2D-stack,mdkp9,256,16,,ok,0,0.340734234,9669579,176
mdkp,2d_stack,2D-stack,mdkp9,256,16,,ok,0,0.319998962,9050856,208
mdkp,2d_stack,2D-stack,mdkp9,256,16,,ok,0,0.356143992,10162467,172
mdkp,2d_stack,2D-stack,mdkp9,512,16,,ok,0,0.218634522,9614823,323
mdkp,2d_stack,2D-stack,mdkp9,512,16,,ok,0,0.187958246,8342072,374
mdkp,2d_stack,2D-stack,mdkp9,512,16,,ok,0,0.194291842,8497949,292
mdkp,2d_stack,2D-stack,mdkp9,512,16,,ok,0,0.205421679,9062834,324
mdkp,2d_stack,2D-stack,mdkp9,512,16,,ok,0,0.201204718,9022983,323
mdkp,seq_pq,Sequential PQ,mdkp9,1,,,ok,0,39.638150121,7449749,1
mdkp,seq_pq,Sequential PQ,mdkp9,1,,,ok,0,39.519779331,7449749,1
mdkp,seq_pq,Sequential PQ,mdkp9,1,,,ok,0,39.530741499,7449749,1
mdkp,seq_pq,Sequential PQ,mdkp9,1,,,ok,0,39.545061883,7449749,1
mdkp,seq_pq,Sequential PQ,mdkp9,1,,,ok,0,39.655684389,7449749,1
mdkp,locked_pq,Globally locked PQ,mdkp9,1,16,,ok,0,38.203842592,7458499,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,1,16,,ok,0,38.417251183,7458499,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,1,16,,ok,0,38.321578958,7458499,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,1,16,,ok,0,38.228301556,7458499,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,1,16,,ok,0,38.227805836,7458499,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,2,16,,ok,0,19.200985683,7458503,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,2,16,,ok,0,19.186257678,7458503,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,2,16,,ok,0,19.210792498,7458503,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,2,16,,ok,0,19.206385637,7458503,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,2,16,,ok,0,19.198884878,7458503,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,4,16,,ok,0,9.625785145,7458510,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,4,16,,ok,0,9.625516113,7458510,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,4,16,,ok,0,9.621688344,7458510,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,4,16,,ok,0,9.629789654,7458510,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,4,16,,ok,0,9.624118739,7458510,2736
mdkp,locked_pq,Globally locked PQ,mdkp9,8,16,,ok,0,4.854408883,7458524,2746
mdkp,locked_pq,Globally locked PQ,mdkp9,8,16,,ok,0,4.848048168,7458524,2746
mdkp,locked_pq,Globally locked PQ,mdkp9,8,16,,ok,0,4.853332321,7458524,2745
mdkp,locked_pq,Globally locked PQ,mdkp9,8,16,,ok,0,4.851123776,7458524,2745
mdkp,locked_pq,Globally locked PQ,mdkp9,8,16,,ok,0,4.852035627,7458524,2745
mdkp,locked_pq,Globally locked PQ,mdkp9,16,16,,ok,0,3.063148487,7458557,2755
mdkp,locked_pq,Globally locked PQ,mdkp9,16,16,,ok,0,3.046070095,7458556,2754
mdkp,locked_pq,Globally locked PQ,mdkp9,16,16,,ok,0,3.049679344,7458557,2755
mdkp,locked_pq,Globally locked PQ,mdkp9,16,16,,ok,0,3.05251831,7458558,2753
mdkp,locked_pq,Globally locked PQ,mdkp9,16,16,,ok,0,3.044764952,7458542,2752
mdkp,locked_pq,Globally locked PQ,mdkp9,32,16,,ok,0,4.176096524,7458566,2762
mdkp,locked_pq,Globally locked PQ,mdkp9,32,16,,ok,0,4.165067926,7458582,2763
mdkp,locked_pq,Globally locked PQ,mdkp9,32,16,,ok,0,4.183067371,7458540,2752
mdkp,locked_pq,Globally locked PQ,mdkp9,32,16,,ok,0,4.168509294,7458554,2752
mdkp,locked_pq,Globally locked PQ,mdkp9,32,16,,ok,0,4.186710661,7458550,2759
mdkp,locked_pq,Globally locked PQ,mdkp9,64,16,,ok,0,4.981653058,7458678,2789
mdkp,locked_pq,Globally locked PQ,mdkp9,64,16,,ok,0,5.091732811,7458613,2772
mdkp,locked_pq,Globally locked PQ,mdkp9,64,16,,ok,0,4.996872696,7458570,2756
mdkp,locked_pq,Globally locked PQ,mdkp9,64,16,,ok,0,4.995542313,7458605,2765
mdkp,locked_pq,Globally locked PQ,mdkp9,64,16,,ok,0,4.999622323,7458634,2770
mdkp,locked_pq,Globally locked PQ,mdkp9,128,16,,ok,0,5.176775413,7458795,2806
